country,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key_x,key_y
IE,200361.62465964755,0.6112147515464218,0.6158084924465559,5.384886934232167,-6.996844179407361,0.7249431846790945,0.05797817906632044,0.2699037470946902,0.013492240594996359,0.16415796766382088,0.5112866577612627,124.41848805831023,0.03409418666791312,0.12571956897668946
IL,196119.72912533255,0.6192983221386097,0.545563520029259,5.30927418407118,-7.940168422452582,0.3444898399069492,0.06963831713982217,0.4171107514415942,0.013347775678330313,0.18122523888987932,0.4719006134406621,124.32047012679836,-0.005635882172878716,0.01657822980313011
IN,221540.40484648276,0.6260701728599876,0.577235047380663,5.058177681730977,-7.358358451997216,0.6378099389035627,0.06931504112306847,0.48702489115908604,0.004036267558888088,0.1493887215831229,0.5230927841202622,108.07630932842427,0.006224296400690033,-0.015797890499646187
IS,185583.88282652956,0.673109028995618,0.5293092938071164,5.477248149278437,-8.165340181782053,0.6698692810862106,0.0695060399232165,0.3321473901486335,0.016086007634549118,0.15557174219459458,0.5176513446152189,121.82123355335445,0.02797264350462363,0.21384224734971605
IT,185254.02375403032,0.6709821078717186,0.6830249076114364,5.4566367160425395,-6.248507439698686,0.5285979745846263,0.11862320883101697,0.22717681875202872,0.010402998685474025,0.1751840682165471,0.5059306401952217,119.06036571160877,0.02777443192350844,0.042390049220624546
JP,226794.6477219581,0.6133840096819486,0.7772360639495927,6.044134119555351,-4.470653281325751,0.7232363242224411,0.0794255341760401,0.11466137547872332,0.003194717060794603,0.18046026227649634,0.6405029785383137,129.90477378614432,0.06930878171951621,0.053689675970925534
KR,190031.02320186174,0.6618584303867153,0.689111717192813,4.604836901234128,-5.349798526610801,0.6216063397408937,0.06619027499607807,0.22872054336580266,0.019272469694153124,0.1623449420278278,0.5504054073835961,119.84739907587151,0.01607824759941822,0.05951611575483181
KZ,181715.84387605835,0.6964279380646353,0.6102133994345387,5.3168146575134205,-7.120692302237617,0.41367904940614747,0.10445899406335465,0.3124169748422634,0.056727217462617295,0.16192382275694348,0.5144032017379635,116.60489238990937,-0.08334254186214354,-0.02103242314083839
LT,191772.59812441684,0.6856095528811524,0.6429342436525698,5.764940687075567,-7.022593284757759,0.5550254140355179,0.07232255101803044,0.21327187746583517,0.04092738303803848,0.16424428465340768,0.5465800282254346,123.31649280332465,-0.0797213633681301,0.07691415072598905
LU,192905.26673260005,0.6618571191496408,0.6457889316296509,5.506807546348069,-6.95882909522308,0.518190582262861,0.08564290902327099,0.2362473351164231,0.029021516976697234,0.15668790656211085,0.5323527190443893,124.78868813993,-0.07732775909238498,0.0675315067051375
LV,194966.17019864716,0.6548297020223411,0.6382538740498649,5.4642762049684555,-6.849171334509663,0.597457691421571,0.08159896585928457,0.2105939499139504,0.032478286252890815,0.18490772731390595,0.49722100278723186,123.13027839069899,-0.07290812503671046,0.0540481478560691
MA,195641.87394067424,0.678527442730798,0.6237127307391301,5.629582860135457,-7.945437451380758,0.22293416027726945,0.15036854145213394,0.36591401588885686,0.0060855038393579025,0.1499567669748092,0.5438935827895235,120.40244598306492,-0.05006697720704875,-0.009349654006185579
MX,188272.30720132127,0.7298794848352931,0.6909171461003899,5.987655013433096,-6.706962151331681,0.46218261157321455,0.07538025997256861,0.29035819301634364,0.019660192153739157,0.16143647049788526,0.6720178027580668,122.91469240476782,0.015942601945203472,0.05893830280228864
MY,205886.42555062758,0.5962695532446065,0.5734955180288056,5.500638259551873,-7.027552617521485,0.7648505447226475,0.0546011769129272,0.35545147927919835,0.016424352799187726,0.14920783584656705,0.44765158925094667,122.89283884614592,0.06359129717439069,-0.05782825450281171
NG,170389.7309953668,0.7240664887359851,0.6795094163495302,5.32119922487753,-7.22282914907884,0.5243807092139184,0.1378048614857028,0.3125149566238865,0.023610835255344676,0.16218346027056557,0.6223132819890916,116.02579499972174,-0.043681387360330746,-0.07398272230164037
NI,194457.84780571982,0.7251880870860968,0.6705270270661431,5.851459071075923,-6.625072112580768,0.4965658840707548,0.10003529800161857,0.28090896969885115,0.028592492086901972,0.16209329319728183,0.6019252178522645,119.88764084242888,0.040835900633096014,0.07978921091923592
NL,182575.7943327184,0.6697350451534461,0.6754619847718888,5.548996426665397,-6.432815061607687,0.5955763116818112,0.07242906340159229,0.2159040676502325,0.01881434644255934,0.15904185545387609,0.5576082986995826,126.3779308314855,-0.009024677389503124,0.08463812159337962
NO,186869.6613767891,0.6319811671659307,0.6275304080237946,5.482248340539553,-6.818382561818345,0.6189973543362497,0.0777602277088088,0.26047826260788787,0.016612575022836612,0.18641360071259894,0.5213432156655773,122.63019091697332,0.003878486629913108,0.07581161099533339
NZ,202593.7728209745,0.639753484813145,0.619655740775544,5.283174733154009,-6.821708773322281,0.7174410975546319,0.07176000657781029,0.23166574800425546,0.010455116981993244,0.1623076640718995,0.5281923161694995,125.41571021389629,-0.01313939091998896,0.11255730213752703
PA,198563.25950394676,0.714282189333491,0.6608293866477505,5.877437069105602,-6.820351904560805,0.46040369453460495,0.14119273087232792,0.2835946848722338,0.034986774620226264,0.16206088536969326,0.5468555328947584,118.15242385970566,-0.029706245131227833,0.01662131811972469
PE,194863.3406477892,0.7382091889122149,0.6809090904933117,5.740045445995585,-6.275532940563471,0.4717631619343303,0.10586976505155377,0.2445411226190039,0.03175656654538654,0.1632973160053359,0.5987019885195891,116.75200564939992,0.015802753217243757,0.05742885874976774
PH,217639.97196063306,0.6353830930207931,0.5592219958356835,5.817440040797756,-7.761148116853573,0.7341832562845407,0.05906777449967525,0.3292554797836119,0.010661434692255563,0.14440514021728806,0.5086940315555373,120.44027342859779,0.005169306675597852,0.16018184302813676
PK,202234.80190715677,0.6711948771047506,0.5637977481941671,4.579850109705889,-7.74337105243695,0.44930404555876047,0.1019673083351823,0.4130054512619875,0.009005926124596306,0.15268561339151443,0.5141173118852156,107.84687367206566,-0.08142997192677506,-0.04170024322088983
PL,181379.8557653479,0.6732691802058788,0.6804997881681756,5.728374550415478,-6.788235965769566,0.49110107900285255,0.11142502889743272,0.22064516804177103,0.008242805220667246,0.19017083681012031,0.5137164760014883,125.130681856381,-0.09830414545450075,0.10249606682316176
PT,196819.80856337264,0.6923055851960751,0.594514046318075,6.203777206538585,-7.000334230737491,0.4655643414454281,0.14324609083021173,0.38575834953542165,0.027120864843840707,0.16796458123550803,0.5468575979826532,121.57628639340359,-0.027767121482077443,0.00517079506337538
PY,190576.5158669061,0.7023231420901042,0.6716890544115582,6.126092966610959,-6.314657621875332,0.5040362870248551,0.10346189506809374,0.2612251774432849,0.027110293355847522,0.17450606358674392,0.5996551192618143,122.29669638863209,0.012179948918348064,0.065552352527299
RO,173377.010373759,0.7324828556514783,0.7109779019738505,5.244931297123824,-5.819781278416107,0.4428973413267525,0.09570631787993714,0.19496377266369827,0.014413673627406436,0.1740338862375943,0.596425060148321,129.91750403748648,-0.06471460825622337,0.06839365218647445
SA,205649.33245829484,0.618636904641623,0.6417627262072501,5.039292688437919,-6.720741756788284,0.5550658850717451,0.07451726105294872,0.25192875345595817,0.09495107947093083,0.1744415793771367,0.49342232822394133,119.94815678038492,0.0024653082371800064,0.03566579207821434
SE,181929.1192728378,0.6282246411143576,0.6086004597821403,5.41727035179885,-7.486251707431294,0.6735203050932741,0.08731133911735181,0.2990816692033648,0.02098040454087796,0.17689447304901468,0.5255557681012129,125.17421820695427,0.045202414865228205,0.10030887393337073
SG,198219.94251574922,0.6423480736828462,0.6293411535732923,5.671066701001743,-6.46578123923476,0.6958455126215513,0.05960940685871571,0.24726264380489207,0.00826130483140568,0.14723256657821407,0.5154817599313072,123.76757098364878,-0.005631612659501174,-0.00011507596919182865
SK,186083.9418675702,0.6832423378641647,0.6676244873154035,5.511144276782978,-6.636982826326279,0.5634998711732603,0.11454219523819709,0.21301532764285766,0.024055450894734803,0.17251747409971496,0.4806734639320772,127.7352896432467,-0.10823776727346536,0.044482473593634754
SV,193348.52008359987,0.7367257189335458,0.6817660590648571,5.879684900738001,-6.5272137725035,0.4506128189586548,0.10240930082645971,0.26129064144797487,0.03327166171198343,0.1658526324502107,0.5912617645798213,119.2772839139996,0.026179159475034186,0.09888923121433925
TH,218688.21446951202,0.6262075830358348,0.6463532336453118,5.882338771289366,-6.449909316220537,0.7994606727530383,0.06410498799591195,0.27218716178759117,0.006029773074175387,0.17764666460719117,0.5247143530491996,123.57869092194623,0.05129523565975118,0.08740298068356438
TR,179205.85989124732,0.6493598133658661,0.6470011873154712,5.735367329178316,-7.764696709985508,0.2893864146589998,0.10281564412492386,0.270750328363223,0.005305474655015264,0.193968695922629,0.5375030497878608,118.721296838917,0.010111831816130205,0.04282464254373634
TW,199921.31532303046,0.6417906821088013,0.6311006856892332,5.427267789509578,-6.202743934821527,0.7146819626612108,0.06313187427082191,0.2883198384981671,0.0016548787846601635,0.15381520090606846,0.5080896980502478,125.40483214156102,0.00795160489664134,0.05614748454442345
UA,165412.28687866768,0.6975988899527208,0.6527302069858052,5.892433408424121,-6.838496310553963,0.420629257502075,0.0913058269242495,0.24476462721983364,0.0549099637146594,0.16827579060931203,0.5358749653247553,120.10190115756266,-0.00457424529262706,0.07663029139152172
US,199608.08152616688,0.635684602912287,0.6011340134542283,5.444725425760451,-7.320181858413233,0.6869462121681488,0.08039854301353305,0.26401190632081095,0.019709047238709504,0.16554528509839472,0.4939855439664812,123.58039865137398,-0.030640196906326148,0.0711038663322873
UY,181033.995501553,0.7067324066253572,0.6795961184023265,5.922858396711843,-6.209671469842987,0.489544978631647,0.09026602684861554,0.24305509085539578,0.027224378602202226,0.18254634232374026,0.6518412930821417,115.67438164841859,-0.001926646711982511,0.10565831609748083
VE,195033.44121435835,0.73013690041011,0.6668200227279145,5.72851965236462,-6.68844033005007,0.42654740194905394,0.11812784690877183,0.2730561884644759,0.03561439605852478,0.16650505270550653,0.5450251950016641,116.23472876812052,0.013857517751741858,0.009269328921860009
VN,214273.5951201305,0.6735652184382732,0.558046557696086,5.225320308818692,-7.967283511408855,0.6963136916661969,0.07717854671109844,0.45490442327173336,0.008660029335269243,0.16363117701690164,0.4957361406201002,123.84084672023802,0.061140484791442344,0.0590286058882136
ZA,290908.3622497679,0.7163678473320974,0.6149962373906507,5.199464726177727,-8.44228365629877,0.5383088021967474,0.07923314362012492,0.15701499181666306,0.058775033179853296,0.1387215729479103,0.5109437816345966,120.32895570374541,-0.10545938646109873,-0.04828155274632316
